1612_0	1192322	1192521
2056_1	1108025	1108096
7778_0	1267942	1268067
7778_1	1268067	1268185
1893_0	369735	369881
1893_1	369881	370134
4424_0	176710	177062
6571_0	733226	733304
2558_0	1063259	1063475
6571_1	733304	733396
2558_1	1063475	1063616
560_0	1323175	1323261
560_1	1323261	1323385
560_2	1323385	1323469
7236_0	1850532	1850768
560_3	1323469	1323525
1351_0	1689881	1690143
4926_0	49415	49512
4926_1	49512	49659
4926_2	49659	49750
2016_0	1228001	1228058
2016_1	1228058	1228215
4163_0	1332742	1332946
4163_1	1332946	1333116
7738_0	1418701	1418811
2297_0	1409411	1409604
2297_1	1409604	1409698
1853_0	1967622	1967730
6531_0	883320	883492
2518_0	930151	930376
6531_1	883492	883553
2518_1	930376	930430
6531_2	883553	883646
1090_0	1868807	1869029
520_0	1181911	1182159
4665_0	1508269	1508531
2799_0	1003107	1003192
1311_0	1541383	1541564
7477_0	1473486	1473543
7477_1	1473543	1473717
7477_2	1473717	1473840
1592_0	197899	198021
4123_0	1361354	1361665
2257_0	303316	303578
6270_0	1390261	1390341
1813_0	120266	120465
6270_1	1390341	1390515
1813_1	120465	120593
6270_2	1390515	1390640
1813_2	120593	120652
7979_0	801897	802068
3960_0	1451274	1451651
5069_0	1186132	1186227
1050_0	21332	21456
4625_0	1347330	1347394
1050_1	21456	21538
6772_0	659502	659606
2759_0	861790	861897
6772_1	659606	659783
2759_1	861897	862064
761_0	284826	284931
761_1	284931	285119
7437_0	1615374	1615646
1552_0	65284	65358
1552_1	65358	65422
2217_0	184793	185036
6230_0	1774703	1774927
2217_1	185036	185095
6230_1	1774927	1775047
4364_0	1375176	1375284
7939_0	941419	941562
3920_0	1301951	1302290
7939_1	941562	941657
2498_0	247651	247770
2498_1	247770	247933
5029_0	1068684	1068924
1010_0	170380	170651
7176_0	234970	235185
6732_0	807818	808156
2719_0	719928	720024
2719_1	720024	720150
1291_0	225852	226091
721_0	973411	973491
4866_0	1565097	1565268
721_1	973491	973601
721_2	973601	973724
1512_0	1876015	1876305
7678_0	1540745	1540812
7678_1	1540812	1540931
7678_2	1540931	1541055
1793_0	1115219	1115338
1793_1	1115338	1115474
4324_0	1534981	1535117
4324_1	1535117	1535299
6471_0	467515	467588
2458_0	671508	671744
6471_1	467588	467870
460_0	455763	456062
7136_0	364658	364773
1251_0	1795017	1795317
4826_0	1411098	1411173
4826_1	1411173	1411320
6973_0	1732274	1732355
6973_1	1732355	1732490
962_0	337340	337617
4063_0	1292476	1292722
4063_1	1292722	1292798
7638_0	1690895	1691137
2197_0	1925756	1925862
1753_0	681896	682173
6431_0	613012	613072
2418_0	535352	535425
2418_1	535425	535599
2418_2	535599	535746
4565_0	905378	905651
420_0	596050	596177
2699_0	1161079	1161417
1211_0	1944917	1944982
1211_1	1944982	1945137
7377_0	1733871	1734033
6933_0	1551790	1551982
7377_1	1734033	1734216
1492_0	577721	577786
922_0	470157	470334
1492_1	577786	577909
4023_0	1290585	1290905
922_1	470334	470456
1492_2	577909	578126
6170_0	1153520	1153616
2157_0	1492350	1492584
1713_0	830559	830748
7879_0	979385	979614
3860_0	1785688	1785867
3860_1	1785867	1785974
1994_0	5215	5271
1994_1	5271	5444
4525_0	768711	768903
6672_0	408925	409256
2659_0	1295273	1295423
2659_1	1295423	1295549
661_0	1971988	1972130
661_1	1972130	1972292
7337_0	1581775	1581961
1452_0	743311	743469
1452_1	743469	743686
6130_0	1020873	1021054
2117_0	1949906	1950205
6130_1	1021054	1021163
4264_0	1069679	1069888
7839_0	328628	328957
3820_0	1636499	1636751
3820_1	1636751	1636836
2398_0	281896	281971
2398_1	281971	282050
1954_0	1557949	1558222
2398_2	282050	282155
1954_1	1558222	1558305
7076_0	1044515	1044823
2619_0	1447128	1447269
6632_0	1725483	1725589
2619_1	1447269	1447479
1191_0	1457024	1457262
1191_1	1457262	1457351
621_0	1827348	1827616
4766_0	1838574	1838693
621_1	1827616	1827724
4766_1	1838693	1838765
1412_0	1873643	1873785
1412_1	1873785	1873978
7578_0	1207139	1207432
1693_0	1713602	1713739
4224_0	547813	547874
4224_1	547874	547970
4224_2	547970	548032
6371_0	236800	236932
2358_0	422121	422272
6371_1	236932	236999
2358_1	422272	422387
1914_0	1705005	1705232
1914_1	1705232	1705361
360_0	1855494	1855681
360_1	1855681	1855770
7036_0	908561	908657
360_2	1855770	1855839
1151_0	1600088	1600212
4726_0	1694948	1695067
6873_0	1477510	1477692
862_0	38419	38637
862_1	38637	38721
7538_0	1080455	1080744
2097_0	1523396	1523549
1653_0	1335179	1335331
2097_1	1523549	1523686
6331_0	610845	611063
2318_0	556753	556857
6331_1	611063	611145
2318_1	556857	556984
4465_0	28580	28768
320_0	2620	2766
4465_1	28768	28872
320_1	2766	2929
1111_0	1760546	1760619
7277_0	820	1006
6833_0	1320184	1320318
6833_1	1320318	1320496
1392_0	1832324	1832550
822_0	1884460	1884529
4967_0	1896965	1897275
822_1	1884529	1884748
4967_1	1897275	1897331
2057_0	1107577	1107858
6070_0	1585148	1585301
1613_0	1400797	1400955
1613_1	1400955	1401038
3760_0	524265	524549
7779_0	1267632	1267942
1894_0	371173	371390
1894_1	371390	371520
4425_0	177062	177114
4425_1	177114	177375
6572_0	733396	733724
2559_0	1063616	1063706
2559_1	1063706	1063943
561_0	1323525	1323658
561_1	1323658	1323791
7237_0	1134286	1134460
1352_0	1690663	1690895
4927_0	49182	49305
4927_1	49305	49415
6030_0	778248	778552
2017_0	1227723	1228001
4164_0	1339046	1339311
3720_0	403064	403185
4164_1	1339311	1339426
7739_0	1418498	1418701
3720_1	403185	403334
2298_0	1893648	1893807
2298_1	1893807	1893965
1854_0	1967054	1967207
6532_0	883646	883975
2519_0	930430	930609
1091_0	1869029	1869257
521_0	1182159	1182445
4666_0	1507382	1507503
4666_1	1507503	1507674
1312_0	1542008	1542135
7478_0	1472661	1472953
1593_0	197710	197899
4124_0	1470521	1470608
4124_1	1470608	1470701
2258_0	304826	305063
6271_0	1389821	1390095
1814_0	121841	122083
6271_1	1390095	1390261
260_0	1521504	1521642
3961_0	1451651	1451717
3961_1	1451717	1451919
3961_2	1451919	1451982
1051_0	21538	21826
4626_0	1346640	1346806
6773_0	659783	659911
762_0	285119	285417
7438_0	1613557	1613779
7438_1	1613779	1613842
1553_0	65101	65284
2218_0	183419	183548
6231_0	1549105	1549173
6231_1	1549173	1549345
4365_0	1375044	1375176
220_0	1661867	1662050
3921_0	1302290	1302627
2499_0	247574	247651
