omz_770m_0	2014670312	1063
omz_770m_1	2014670313	1021
omz_770m_2	2014670314	1057
omz_770m_3	2014670315	1030
omz_770m_4	2014670316	979
omz_770m_5	2014670317	1088
omz_770m_6	2014670318	1081
omz_770m_7	2014670319	950
omz_770m_8	2014670320	1058
omz_770m_9	2014670321	1068
omz_770m_10	2014670322	979
omz_770m_11	2014670323	932
omz_770m_12	2014670324	881
omz_770m_13	2014670325	1080
omz_770m_14	2014670326	961
omz_770m_15	2014670327	912
omz_770m_16	2014670328	971
omz_770m_17	2014670329	986
omz_770m_18	2014670330	885
omz_770m_19	2014670331	972
omz_770m_20	2014670332	884
omz_770m_21	2014670333	967
omz_770m_22	2014670334	952
omz_770m_23	2014670335	934
omz_770m_24	2014670336	884
omz_770m_25	2014670337	1023
omz_770m_26	2014670338	1017
omz_770m_27	2014670339	1062
omz_770m_28	2014670340	1064
omz_770m_29	2014670341	959
omz_770m_30	2014670342	1016
omz_770m_31	2014670343	978
omz_770m_32	2014670344	971
omz_770m_33	2014670345	1032
omz_770m_34	2014670346	970
omz_770m_35	2014670347	920
omz_770m_36	2014670348	1027
omz_770m_37	2014670349	939
omz_770m_38	2014670350	994
omz_770m_39	2014670351	1009
omz_770m_40	2014670352	1085
omz_770m_41	2014670353	955
omz_770m_42	2014670354	892
omz_770m_43	2014670355	1008
omz_770m_44	2014670356	972
omz_770m_45	2014670357	954
omz_770m_46	2014670358	974
omz_770m_47	2014670359	997
omz_770m_48	2014670360	938
omz_770m_49	2014670361	1066
omz_770m_50	2014670362	1017
omz_770m_51	2014670363	1015
omz_770m_52	2014670364	1025
omz_770m_53	2014670365	980
omz_770m_54	2014670366	977
omz_770m_55	2014670367	944
omz_770m_56	2014670368	901
omz_770m_57	2014670369	920
omz_770m_58	2014670370	968
omz_770m_59	2014670371	928
omz_770m_60	2014670372	913
omz_770m_61	2014670373	899
omz_770m_62	2014670374	896
omz_770m_63	2014670375	957
omz_770m_64	2014670376	990
omz_770m_65	2014670377	882
omz_770m_66	2014670378	897
omz_770m_67	2014670379	966
omz_770m_68	2014670380	957
omz_770m_69	2014670381	911
omz_770m_70	2014670382	900
omz_770m_71	2014670383	857
omz_770m_72	2014670384	933
omz_770m_73	2014670385	970
omz_770m_74	2014670386	995
omz_770m_75	2014670387	900
omz_770m_76	2014670388	900
omz_770m_77	2014670389	983
omz_770m_78	2014670390	847
omz_770m_79	2014670391	947
omz_770m_80	2014670392	1015
omz_770m_81	2014670393	958
omz_770m_82	2014670394	906
omz_770m_83	2014670395	895
omz_770m_84	2014670396	901
omz_770m_85	2014670397	932
omz_770m_86	2014670398	914
omz_770m_87	2014670399	969
omz_770m_88	2014670400	1002
omz_770m_89	2014670401	839
omz_770m_90	2014670402	901
omz_770m_91	2014670403	903
omz_770m_92	2014670404	989
omz_770m_93	2014670405	948
omz_770m_94	2014670406	883
omz_770m_95	2014670407	943
omz_770m_96	2014670408	996
omz_770m_97	2014670409	902
omz_770m_98	2014670410	1018
omz_770m_99	2014670411	944
omz_770m_100	2014670412	869
omz_770m_101	2014670413	920
omz_770m_102	2014670414	976
omz_770m_103	2014670415	918
omz_770m_104	2014670416	944
omz_770m_105	2014670417	977
omz_770m_106	2014670418	960
omz_770m_107	2014670419	988
omz_770m_108	2014670420	947
omz_770m_109	2014670421	1015
omz_770m_110	2014670422	939
omz_770m_111	2014670423	942
omz_770m_112	2014670424	978
omz_770m_113	2014670425	921
omz_770m_114	2014670426	1030
omz_770m_115	2014670427	1035
omz_770m_116	2014670428	902
omz_770m_117	2014670429	1055
omz_770m_118	2014670430	931
omz_770m_119	2014670431	976
omz_770m_120	2014670432	937
omz_770m_121	2014670433	867
omz_770m_122	2014670434	964
omz_770m_123	2014670435	425
omz_770m_124	2014670436	944
omz_770m_125	2014670437	1439
omz_770m_126	2014670438	1167
omz_770m_127	2014670439	958
omz_770m_128	2014670440	904
omz_770m_129	2014670441	558
omz_770m_130	2014670442	938
omz_770m_131	2014670443	1576
omz_770m_132	2014670444	1086
omz_770m_133	2014670445	903
omz_770m_134	2014670446	937
omz_770m_135	2014670447	922
omz_770m_136	2014670448	923
omz_770m_137	2014670449	963
omz_770m_138	2014670450	1033
omz_770m_139	2014670451	934
omz_770m_140	2014670452	949
omz_770m_141	2014670453	866
omz_770m_142	2014670454	920
omz_770m_143	2014670455	913
omz_770m_144	2014670456	929
omz_770m_145	2014670457	926
omz_770m_146	2014670458	888
omz_770m_147	2014670459	896
omz_770m_148	2014670460	902
omz_770m_149	2014670461	1008
omz_770m_150	2014670462	929
omz_770m_151	2014670463	892
omz_770m_152	2014670464	926
omz_770m_153	2014670465	1126
omz_770m_154	2014670466	979
omz_770m_155	2014670467	1056
omz_770m_156	2014670468	838
omz_770m_157	2014670469	787
omz_770m_158	2014670470	1412
omz_770m_159	2014670471	1039
omz_770m_160	2014670472	1050
omz_770m_161	2014670473	1392
omz_770m_162	2014670474	1008
omz_770m_163	2014670475	1136
omz_770m_164	2014670476	1058
omz_770m_165	2014670477	1085
omz_770m_166	2014670478	1177
omz_770m_167	2014670479	926
omz_770m_168	2014670480	938
omz_770m_169	2014670481	734
omz_770m_170	2014670482	1094
omz_770m_171	2014670483	979
omz_770m_172	2014670484	1074
omz_770m_173	2014670485	626
omz_770m_174	2014670486	1063
omz_770m_175	2014670487	426
omz_770m_176	2014670488	693
omz_770m_177	2014670489	1043
omz_770m_178	2014670490	957
omz_770m_179	2014670491	1206
omz_770m_180	2014670492	1101
omz_770m_181	2014670493	930
omz_770m_182	2014670494	1027
omz_770m_183	2014670495	917
omz_770m_184	2014670496	856
omz_770m_185	2014670497	1111
omz_770m_186	2014670498	1042
omz_770m_187	2014670499	1118
omz_770m_188	2014670500	985
omz_770m_189	2014670501	1072
omz_770m_190	2014670502	887
omz_770m_191	2014670503	1020
omz_770m_192	2014670504	956
omz_770m_193	2014670505	756
omz_770m_194	2014670506	1022
omz_770m_195	2014670507	1347
omz_770m_196	2014670508	1150
omz_770m_197	2014670509	1780
omz_770m_198	2014670510	972
omz_770m_199	2014670511	1001
omz_770m_200	2014670512	1103
omz_770m_201	2014670513	1018
omz_770m_202	2014670514	787
omz_770m_203	2014670515	1046
omz_770m_204	2014670516	963
omz_770m_205	2014670517	999
omz_770m_206	2014670518	1074
omz_770m_207	2014670519	1601
omz_770m_208	2014670520	967
omz_770m_209	2014670521	1055
omz_770m_210	2014670522	996
omz_770m_211	2014670523	963
omz_770m_212	2014670524	924
omz_770m_213	2014670525	1022
omz_770m_214	2014670526	930
omz_770m_215	2014670527	928
omz_770m_216	2014670528	905
omz_770m_217	2014670529	978
omz_770m_218	2014670530	963
omz_770m_219	2014670531	948
omz_770m_220	2014670532	953
omz_770m_221	2014670533	976
omz_770m_222	2014670534	970
omz_770m_223	2014670535	1029
omz_770m_224	2014670536	1243
omz_770m_225	2014670537	1085
omz_770m_226	2014670538	946
omz_770m_227	2014670539	1036
omz_770m_228	2014670540	967
omz_770m_229	2014670541	1069
omz_770m_230	2014670542	942
omz_770m_231	2014670543	1085
omz_770m_232	2014670544	945
omz_770m_233	2014670545	969
omz_770m_234	2014670546	952
omz_770m_235	2014670547	1042
omz_770m_236	2014670548	993
omz_770m_237	2014670549	912
omz_770m_238	2014670550	1030
omz_770m_239	2014670551	1081
omz_770m_240	2014670552	1264
omz_770m_241	2014670553	1032
omz_770m_242	2014670554	955
omz_770m_243	2014670555	992
omz_770m_244	2014670556	251
omz_770m_245	2014670557	966
omz_770m_246	2014670558	1079
omz_770m_247	2014670559	990
omz_770m_248	2014670560	968
omz_770m_249	2014670561	1057
omz_770m_250	2014670562	960
omz_770m_251	2014670563	966
omz_770m_252	2014670564	943
omz_770m_253	2014670565	1030
omz_770m_254	2014670566	941
omz_770m_255	2014670567	892
omz_770m_256	2014670568	911
omz_770m_257	2014670569	974
omz_770m_258	2014670570	929
